Time stamp,CPU Usage,Memory Usage,Control command sent,Encoder position,CPU Temperature,Packets sent,Packets received
2.0761404037475586,0.6,31.9,20495755149.50824,0.0,37.0,402,366
2.2758872509002686,0.4,31.9,20495755122.916473,457.0,37.0,440,404
2.4761648178100586,0.0,31.9,20495755081.795628,1601.0,37.0,474,441
2.676097869873047,1.2,31.9,20495755080.550358,2782.0,37.0,511,476
2.87735652923584,0.4,31.9,20495755081.614475,3956.0,37.0,541,506
3.077305555343628,0.8,31.9,20495755081.406334,5131.0,37.0,592,553
3.27734637260437,1.6,31.9,20495755101.9143,5986.0,37.0,628,590
3.4043936729431152,0.7,31.9,20495755040.481983,7139.0,37.0,650,614
3.6179070472717285,0.4,31.9,20495755117.587234,7808.0,37.0,701,657
3.8101630210876465,0.4,31.9,20495755078.500168,8985.0,37.0,735,692
4.016041278839111,0.8,31.9,20495755086.422016,10141.0,37.0,782,735
4.2196455001831055,0.0,31.9,20495755084.48092,11314.0,37.0,822,773
4.431325674057007,0.4,31.9,20495755088.327374,12474.0,38.0,861,812
4.628333568572998,0.4,31.9,20495755084.42758,13625.0,38.0,901,847
4.833061456680298,0.8,31.9,20495755086.731808,14781.0,38.0,938,887
5.038348913192749,0.0,31.9,20495755087.03093,15935.0,38.0,984,933
5.243507623672485,0.4,31.9,20495755087.422146,17089.0,38.0,1026,973
5.447955131530762,1.2,31.9,20495755087.211533,18249.0,37.0,1063,1013
5.614856481552124,0.0,31.9,20495755070.80881,19411.0,37.0,1097,1045
5.857271432876587,0.3,31.9,20495755122.326336,20125.0,37.0,1136,1084
6.06244421005249,0.8,31.8,20495755075.302795,21487.0,37.0,1186,1130
6.267024040222168,0.0,31.8,20495755088.068447,22662.0,37.0,1219,1163
6.464386224746704,0.0,31.8,20495755068.92189,24093.0,35.0,1260,1202
12.206762075424194,0.3,31.8,20495755098.480427,55714.0,37.0,2256,2133
12.411112546920776,0.0,31.8,20495755089.840824,56985.0,37.0,2295,2175
12.616008520126343,0.4,31.8,20495755096.97525,58147.0,37.0,2345,2219
12.819597721099854,0.4,31.8,20495755096.47592,59309.0,37.0,2383,2254
13.025334119796753,0.8,31.8,20495755097.90313,60466.0,37.0,2429,2296
13.235172271728516,0.4,31.8,20495755099.617928,61621.0,37.0,2469,2334
13.43538761138916,0.4,31.8,20495755096.527363,62775.0,37.0,2510,2375
13.582141160964966,0.0,31.8,20495755070.207363,63928.0,37.0,2541,2405
13.694251298904419,0.7,31.8,20495755100.132126,64552.0,37.0,2564,2428
13.884516716003418,0.4,31.8,20495755128.025696,65177.0,37.0,2592,2457
14.048990488052368,0.5,31.8,20495755079.039833,66349.0,37.0,2637,2500
14.259394884109497,0.8,31.8,20495755121.31577,67170.0,37.0,2663,2526
14.464840173721313,0.0,31.8,20495755098.17801,68348.0,37.0,2708,2573
14.582445859909058,0.7,31.8,20495755046.07659,69502.0,37.0,2746,2606
14.694080591201782,0.8,31.8,20495755101.578243,70134.0,37.0,2774,2634
14.868523836135864,0.9,31.8,20495755125.623924,70759.0,37.0,2803,2665
15.080683708190918,0.8,31.8,20495755102.090622,71914.0,37.0,2855,2713
15.277711629867554,0.0,31.8,20495755097.27263,73075.0,37.0,2897,2756
15.459997653961182,0.9,31.8,20495755084.084194,74341.0,37.0,2932,2789
15.59227466583252,0.0,31.8,20495755105.43244,75044.0,37.0,2967,2819
15.876226425170898,0.9,31.8,20495755139.60714,75781.0,37.0,3012,2862
16.10035276412964,0.0,31.8,20495755073.566914,77539.0,37.0,3066,2912
16.285985946655273,0.5,31.8,20495755094.264046,78712.0,37.0,3102,2948
16.487863302230835,0.4,31.8,20495755100.725685,79873.0,37.0,3132,2979
16.66842031478882,0.5,31.8,20495755092.60059,81033.0,37.0,3167,3013
16.887269496917725,0.8,31.8,20495755129.57276,81798.0,37.0,3203,3050
17.08688735961914,0.0,31.8,20495755096.01438,83030.0,37.0,3256,3102
17.287550449371338,0.0,31.8,20495755100.8105,84202.0,37.0,3296,3145
17.487762689590454,0.8,31.8,20495755102.00278,85357.0,37.0,3329,3178
17.68811273574829,0.0,31.8,20495755101.50216,86525.0,37.0,3366,3213
17.838537216186523,1.7,31.8,20495755077.60473,87681.0,37.0,3393,3241
18.088418006896973,0.3,31.8,20495755134.952446,88487.0,37.0,3445,3290
18.288217306137085,0.4,31.8,20495755096.82992,89727.0,37.0,3488,3334
18.45995569229126,1.0,31.8,20495755090.77613,90890.0,37.0,3520,3364
18.69029927253723,1.1,31.8,20495755113.186726,92041.0,37.0,3570,3408
18.876792430877686,0.0,31.8,20495755097.67881,93206.0,37.0,3608,3444
19.034427881240845,0.5,31.8,20495755083.86047,94361.0,37.0,3646,3479
19.17412567138672,1.8,31.8,20495755119.982685,94994.0,37.0,3675,3506
19.289028644561768,0.7,31.8,20495755089.966274,95777.0,37.0,3700,3530
19.422951698303223,0.6,31.8,20495755115.356823,96430.0,37.0,3728,3556
19.586910009384155,0.0,31.8,20495755120.32727,97163.0,37.0,3763,3590
19.791457176208496,0.0,31.8,20495755104.86417,98333.0,35.0,3795,3622
19.98236584663391,0.0,31.8,20495755092.679237,99618.0,35.0,3827,3654
20.111889839172363,1.3,31.8,20495755107.05084,100351.0,35.0,3866,3689
20.23109269142151,0.0,31.8,20495755103.36372,101046.0,35.0,3886,3709
20.346834421157837,1.4,31.8,20495755105.90913,101707.0,35.0,3909,3734
20.459176301956177,0.0,31.8,20495755107.51555,102331.0,35.0,3928,3754
20.570976495742798,0.7,31.8,20495755106.498833,102965.0,35.0,3958,3786
20.686999320983887,0.7,31.8,20495755110.0986,103590.0,35.0,3980,3814
20.81174349784851,0.7,31.8,20495755112.038994,104244.0,35.0,4002,3842
20.95157742500305,1.2,31.8,20495755113.782402,104960.0,35.0,4026,3870
21.083160400390625,0.0,31.8,20495755093.992565,105841.0,35.0,4062,3901
21.201332569122314,1.4,31.8,20495755112.793312,106468.0,35.0,4085,3925
21.327592372894287,0.0,31.8,20495755106.98594,107181.0,35.0,4111,3952
21.447824478149414,0.0,31.8,20495755108.581944,107854.0,35.0,4133,3974
21.5677649974823,0.7,31.8,20495755108.817093,108524.0,35.0,4171,4004
21.690974473953247,0.0,31.8,20495755109.745415,109205.0,35.0,4195,4027
21.832123517990112,0.0,31.8,20495755119.5474,109878.0,38.0,4217,4050
22.037025928497314,0.8,31.8,20495755130.667206,110677.0,38.0,4263,4090
22.242241859436035,0.8,31.8,20495755109.277374,111832.0,38.0,4301,4127
22.44714856147766,0.4,31.8,20495755109.56828,112995.0,38.0,4340,4166
22.65176796913147,0.4,31.8,20495755110.005543,114155.0,38.0,4379,4203
22.856245279312134,0.4,31.8,20495755109.847717,115322.0,37.0,4413,4237
23.06146740913391,0.8,31.8,20495755110.45897,116483.0,37.0,4464,4284
23.266321897506714,0.4,31.8,20495755110.528603,117645.0,37.0,4497,4318
23.471166610717773,0.8,31.8,20495755111.110653,118804.0,37.0,4534,4360
23.676283836364746,0.0,31.8,20495755111.41621,119963.0,37.0,4573,4397
23.88044810295105,0.8,31.8,20495755107.33621,121185.0,37.0,4605,4431
24.085665702819824,0.8,31.8,20495755111.50763,122350.0,37.0,4654,4477
24.28994607925415,1.2,31.8,20495755111.483967,123512.0,37.0,4693,4517
24.463494062423706,0.5,31.8,20495755091.969387,124766.0,37.0,4727,4551
24.692623376846313,0.4,31.8,20495755149.564117,125391.0,37.0,4772,4591
24.876469612121582,0.5,31.8,20495755094.945484,126680.0,37.0,4809,4627
25.109309911727905,0.7,31.8,20495755123.530067,127812.0,37.0,4863,4677
25.29306125640869,0.5,31.8,20495755106.009182,128958.0,37.0,4899,4713
25.493815898895264,1.2,31.8,20495755113.867443,130092.0,37.0,4931,4746
25.693523168563843,0.0,31.8,20495755113.179993,131234.0,37.0,4971,4784
25.89434027671814,0.8,31.8,20495755112.054497,132403.0,37.0,5002,4815
26.094059705734253,0.4,31.8,20495755131.55672,133262.0,37.0,5046,4855
26.29831051826477,0.4,31.8,20495755115.86503,134397.0,37.0,5087,4899
26.496484756469727,0.0,31.8,20495755113.431656,135550.0,37.0,5120,4932
26.697774171829224,0.8,31.8,20495755114.725754,136699.0,37.0,5159,4968
26.898972749710083,0.4,31.8,20495755115.406307,137843.0,37.0,5197,5004
27.111128091812134,0.8,31.8,20495755117.7148,139012.0,37.0,5249,5055
27.29483962059021,0.0,31.8,20495755124.623123,139930.0,37.0,5284,5090
27.460022926330566,0.0,31.8,20495755100.08687,141078.0,37.0,5320,5124
27.592056035995483,0.6,31.8,20495755112.666763,141872.0,37.0,5356,5154
27.77244782447815,0.0,31.8,20495755137.7003,142592.0,37.0,5382,5181
27.978535652160645,1.2,31.8,20495755117.509796,143744.0,37.0,5426,5219
28.182294130325317,0.0,31.8,20495755117.738132,144895.0,37.0,5475,5264
28.38740062713623,1.2,31.8,20495755117.857876,146054.0,37.0,5514,5303
28.592101097106934,0.4,31.8,20495755118.720577,147205.0,37.0,5551,5338
28.796810626983643,0.0,31.8,20495755118.32121,148363.0,37.0,5584,5371
29.002106189727783,1.2,31.8,20495755118.625916,149521.0,37.0,5627,5412
29.207037687301636,0.0,31.8,20495755119.1253,150675.0,37.0,5668,5451
35.56023979187012,0.3,31.9,20495755133.508514,184701.0,37.0,6794,6528
35.76124596595764,0.4,31.8,20495755088.909534,186487.0,37.0,6827,6561
35.90417456626892,1.2,31.8,20495755128.08648,187327.0,37.0,6850,6583
36.10427403450012,0.4,31.8,20495755128.945293,188463.0,37.0,6901,6630
36.30387473106384,0.4,31.8,20495755155.59127,189183.0,37.0,6936,6665
36.46025776863098,0.0,31.8,20495755109.656853,190311.0,37.0,6968,6695
36.58050322532654,1.4,31.8,20495755117.67753,191116.0,37.0,7001,6723
36.70480298995972,0.7,31.8,20495755132.565567,191800.0,37.0,7024,6745
36.87806010246277,1.0,31.8,20495755153.54749,192460.0,37.0,7055,6774
37.10475277900696,0.7,31.8,20495755139.396244,193586.0,37.0,7107,6821
37.3056755065918,0.4,31.8,20495755125.52986,194815.0,37.0,7148,6861
37.50576686859131,0.4,31.8,20495755131.475315,195952.0,37.0,7183,6897
37.70598030090332,0.4,31.8,20495755130.748005,197103.0,36.0,7220,6932
37.90584588050842,0.4,31.8,20495755152.81183,197909.0,36.0,7252,6964
38.10627508163452,0.8,31.8,20495755131.738117,199053.0,36.0,7301,7009
38.305397510528564,0.4,31.8,20495755131.31845,200212.0,36.0,7339,7050
38.505906105041504,0.4,31.8,20495755132.881435,201354.0,36.0,7369,7081
38.70693397521973,0.0,31.8,20495755133.286427,202497.0,36.0,7413,7122
38.86470031738281,0.0,31.8,20495755113.423756,203643.0,37.0,7439,7150
39.037922382354736,0.5,31.8,20495755161.227215,204254.0,37.0,7475,7184
39.24342060089111,0.0,31.8,20495755135.038742,205391.0,37.0,7515,7223
39.4481463432312,0.0,31.8,20495755136.302593,206523.0,37.0,7554,7262
39.65258765220642,0.4,31.8,20495755136.202404,207662.0,37.0,7605,7305
39.85809779167175,2.0,31.8,20495755129.560017,208916.0,37.0,7639,7339
40.06326746940613,0.4,31.8,20495755158.270153,209707.0,37.0,7693,7386
40.26727747917175,0.4,31.8,20495755134.80663,210877.0,37.0,7723,7416
40.47192907333374,0.4,31.8,20495755137.308964,212023.0,37.0,7760,7454
40.67649173736572,0.0,31.8,20495755137.594536,213168.0,37.0,7806,7498
40.882123947143555,1.2,31.8,20495755138.177635,214307.0,37.0,7839,7531
41.0876727104187,0.4,31.8,20495755139.21247,215440.0,37.0,7889,7577
41.29169535636902,1.2,31.8,20495755138.67805,216575.0,37.0,7928,7619
41.496039628982544,0.0,31.8,20495755138.57603,217722.0,37.0,7959,7650
41.70082497596741,0.8,31.9,20495755139.429737,218858.0,37.0,8002,7691
41.90578746795654,0.4,31.9,20495755140.289547,219990.0,37.0,8037,7727
42.108484745025635,0.4,31.9,20495755139.361656,221123.0,37.0,8088,7773
42.309542655944824,0.4,31.9,20495755138.47137,222268.0,37.0,8128,7813
42.461021184921265,0.6,31.9,20495755139.20766,223122.0,37.0,8157,7841
42.70914626121521,0.3,31.9,20495755152.97004,224262.0,37.0,8206,7884
42.879130601882935,1.5,31.9,20495755124.53488,225426.0,37.0,8241,7918
43.55038142204285,0.1,31.9,20495755140.790123,229216.0,37.0,8365,8038
43.72382569313049,0.5,31.9,20495755159.709454,229939.0,37.0,8394,8067
43.910749197006226,0.4,31.9,20495755135.568478,231075.0,37.0,8421,8097
44.11072754859924,0.0,31.9,20495755160.359924,231912.0,37.0,8470,8142
44.31858229637146,0.4,31.9,20495755142.999474,233069.0,37.0,8509,8184
44.51119565963745,0.0,31.9,20495755137.441513,234235.0,37.0,8541,8217
44.71200108528137,0.4,31.9,20495755141.666412,235390.0,37.0,8584,8259
44.91155123710632,0.8,31.9,20495755142.079933,236534.0,37.0,8617,8293
45.11173605918884,0.8,31.9,20495755142.3292,237678.0,37.0,8666,8341
45.31188106536865,0.0,31.9,20495755160.928387,238532.0,37.0,8701,8376
45.46094512939453,0.0,31.9,20495755117.37299,239677.0,37.0,8730,8403
45.57410717010498,1.5,31.9,20495755133.113144,240423.0,37.0,8765,8432
45.71229815483093,0.6,31.9,20495755158.956944,241042.0,37.0,8789,8456
46.41167974472046,0.2,31.9,20495755162.638668,244054.0,37.0,8916,8581
46.617159605026245,1.2,31.9,20495755112.737663,245757.0,37.0,8952,8615
46.82156801223755,1.6,31.9,20495755146.830574,246914.0,37.0,8986,8650
47.02639174461365,1.6,31.9,20495755146.479145,248066.0,37.0,9030,8694
47.23151445388794,1.2,31.9,20495755145.823215,249235.0,37.0,9075,8739
47.43685293197632,0.4,31.9,20495755147.407253,250384.0,37.0,9115,8782
47.64167141914368,0.8,31.9,20495755148.147938,251521.0,37.0,9156,8822
47.84563136100769,0.8,31.9,20495755148.060204,252661.0,37.0,9191,8859
48.050854206085205,0.8,31.9,20495755148.402084,253805.0,37.0,9231,8897
48.25572156906128,0.0,31.9,20495755148.94881,254943.0,37.0,9267,8931
48.460230350494385,0.0,31.9,20495755149.07369,256082.0,37.0,9313,8974
48.665403842926025,0.4,31.9,20495755148.845566,257232.0,37.0,9359,9015
48.870004415512085,0.4,31.9,20495755167.884068,258077.0,37.0,9391,9049
49.07512855529785,0.4,31.9,20495755150.4398,259210.0,37.0,9446,9102
49.27985763549805,0.0,31.9,20495755150.57842,260354.0,37.0,9484,9144
49.4847309589386,0.8,31.9,20495755145.669468,261579.0,35.0,9517,9178
49.68905687332153,0.8,31.9,20495755151.343082,262716.0,35.0,9559,9218
49.894150257110596,0.4,31.9,20495755151.658848,263853.0,35.0,9592,9251
50.09932470321655,0.8,31.9,20495755144.347942,265113.0,35.0,9641,9296
50.30369830131531,0.0,31.9,20495755170.47111,265953.0,35.0,9680,9343
50.508591175079346,0.0,31.9,20495755152.279274,267090.0,35.0,9710,9373
50.7133846282959,0.8,31.9,20495755152.771824,268231.0,35.0,9755,9417
50.9153254032135,0.4,31.9,20495755147.2893,269448.0,35.0,9787,9450
51.11491060256958,0.4,31.9,20495755151.703316,270587.0,35.0,9836,9495
51.31579303741455,0.4,31.9,20495755152.031868,271727.0,35.0,9873,9532
51.71629023551941,0.0,31.9,20495755177.76921,273218.0,37.0,9953,9607
51.87819266319275,2.0,31.9,20495755091.075665,274927.0,37.0,9983,9637
52.11632490158081,0.4,31.9,20495755185.07191,275707.0,37.0,10038,9688
52.31788659095764,0.4,31.9,20495755142.03728,277029.0,37.0,10076,9726
52.51717710494995,0.8,31.9,20495755153.120987,278181.0,37.0,10109,9764
52.71795678138733,0.8,31.9,20495755153.850353,279328.0,35.0,10148,9800
52.91725564002991,1.2,31.9,20495755153.99929,280470.0,35.0,10182,9835
53.11791396141052,0.4,31.9,20495755153.258686,281633.0,35.0,10230,9880
53.31784462928772,0.8,31.9,20495755150.9884,282831.0,35.0,10269,9923
53.51808738708496,0.4,31.9,20495755177.414803,283617.0,35.0,10295,9951
53.6835150718689,1.5,31.9,20495755140.11978,284753.0,35.0,10347,9997
53.91856336593628,0.0,31.9,20495755167.402523,285881.0,37.0,10388,10042
54.118714809417725,0.4,31.9,20495755155.279213,287028.0,37.0,10437,10087
54.318501710891724,0.8,31.9,20495755155.87659,288175.0,37.0,10477,10126
54.47094535827637,0.0,31.9,20495755133.88412,289314.0,37.0,10510,10158
54.66454339027405,0.4,31.9,20495755188.787518,289931.0,37.0,10556,10198
54.8102970123291,0.0,31.8,20495755123.382164,291135.0,37.0,10581,10225
54.92359280586243,2.9,31.9,20495755155.43086,291806.0,37.0,10608,10248
55.11983895301819,0.0,31.9,20495755189.863583,292416.0,37.0,10653,10290
55.31947994232178,0.8,31.8,20495755157.226345,293552.0,37.0,10693,10329
55.5196795463562,0.4,31.8,20495755158.020313,294697.0,37.0,10732,10366
55.663731813430786,0.0,31.8,20495755128.227863,295859.0,37.0,10756,10390
55.775310754776,0.0,31.8,20495755162.238358,296470.0,37.0,10779,10414
55.887521743774414,0.0,31.8,20495755159.96682,297091.0,37.0,10797,10431
56.00390434265137,0.0,31.8,20495755163.695087,297704.0,35.0,10827,10460
56.119463205337524,0.7,31.8,20495755161.4463,298333.0,35.0,10856,10486
56.25311279296875,0.0,31.8,20495755168.9136,298986.0,35.0,10874,10505
56.367249488830566,0.7,31.8,20495755149.580338,299715.0,35.0,10900,10533
56.47972106933594,0.0,31.8,20495755163.261795,300322.0,35.0,10923,10557
56.60627627372742,1.3,31.8,20495755170.01976,300934.0,35.0,10953,10587
56.720070600509644,0.7,31.8,20495755152.588184,301639.0,35.0,10977,10609
56.835715770721436,0.0,31.8,20495755164.979992,302251.0,35.0,10998,10633
56.951703786849976,1.4,31.8,20495755159.885128,302908.0,35.0,11017,10653
57.063934326171875,0.0,31.8,20495755164.11397,303510.0,35.0,11052,10685
57.17603158950806,1.5,31.8,20495755160.895947,304139.0,35.0,11075,10707
57.28709363937378,1.5,31.8,20495755163.847225,304742.0,35.0,11098,10731
57.41990375518799,0.0,31.8,20495755170.102364,305394.0,35.0,11120,10752
57.531367778778076,0.7,31.8,20495755154.31239,306082.0,35.0,11161,10785
57.64313554763794,0.8,31.8,20495755163.9206,306693.0,35.0,11177,10803
57.75979804992676,0.0,31.8,20495755164.412647,307324.0,35.0,11201,10824
57.88422608375549,0.7,31.8,20495755165.464523,307990.0,35.0,11229,10853
57.99528384208679,1.5,31.8,20495755160.999504,308623.0,35.0,11258,10880
58.10822772979736,0.7,31.8,20495755164.786865,309237.0,37.0,11284,10906
58.223623752593994,0.7,31.8,20495755165.743526,309855.0,37.0,11307,10929
58.34014010429382,0.0,31.8,20495755165.341496,310487.0,37.0,11331,10952
58.455666303634644,0.7,31.8,20495755164.00284,311125.0,37.0,11349,10972
58.59184002876282,0.6,31.8,20495755174.56683,311767.0,37.0,11379,10999
58.70410895347595,1.5,31.8,20495755150.948704,312503.0,37.0,11396,11016
58.81592392921448,0.7,31.8,20495755165.261017,313122.0,37.0,11416,11038
58.932557582855225,0.7,31.8,20495755167.95695,313736.0,37.0,11441,11064
59.0481915473938,0.0,31.8,20495755165.36825,314371.0,37.0,11468,11090
59.16404676437378,1.4,31.8,20495755163.8697,315022.0,37.0,11494,11114
59.27974271774292,0.0,31.8,20495755166.649513,315650.0,37.0,11515,11136
59.40803074836731,1.3,31.8,20495755172.58497,316287.0,37.0,11540,11163
59.52327299118042,0.0,31.8,20495755158.567802,316986.0,37.0,11567,11186
59.66225266456604,0.0,31.8,20495755168.851574,317724.0,37.0,11592,11212
59.923638343811035,0.6,31.8,20495755204.270576,318389.0,37.0,11636,11257
60.12400937080383,0.4,31.8,20495755146.192066,319825.0,37.0,11688,11305
60.324039459228516,0.0,31.8,20495755166.12257,320965.0,37.0,11723,11341
60.46132206916809,0.6,31.8,20495755131.43964,322116.0,37.0,11748,11365
60.72459816932678,0.6,31.8,20495755207.68677,322757.0,37.0,11810,11422
60.88827562332153,0.5,31.8,20495755104.27477,324479.0,37.0,11845,11456
61.12595081329346,0.4,31.8,20495755206.678802,325099.0,37.0,11894,11501
61.324729204177856,0.0,31.8,20495755154.472538,326420.0,37.0,11933,11541
61.525968074798584,0.8,31.8,20495755168.065823,327561.0,35.0,11973,11581
61.725987672805786,0.8,31.8,20495755155.910816,328884.0,35.0,12004,11612
61.92626428604126,0.0,31.8,20495755165.662773,330060.0,35.0,12035,11644
62.12602353096008,0.0,31.8,20495755191.959053,330818.0,35.0,12083,11690
62.32623219490051,1.3,31.8,20495755167.45546,331963.0,35.0,12132,11739
62.46057653427124,1.8,31.8,20495755133.77614,333104.0,35.0,12161,11769
62.594706296920776,1.3,31.8,20495755182.8761,333723.0,35.0,12195,11808
62.727389335632324,1.3,31.8,20495755168.69685,334474.0,35.0,12220,11833
62.865861654281616,0.0,31.8,20495755163.098846,335323.0,35.0,12248,11860
63.00388026237488,1.2,31.8,20495755181.92901,335972.0,35.0,12285,11897
63.127846002578735,0.7,31.8,20495755165.54151,336707.0,35.0,12312,11920
63.2408561706543,0.0,31.8,20495755164.56058,337394.0,35.0,12331,11941
63.356475591659546,0.0,31.8,20495755172.108788,338030.0,35.0,12361,11971
63.52780556678772,1.0,31.8,20495755184.843906,338798.0,35.0,12407,12008
63.64040446281433,0.7,31.8,20495755152.231003,339588.0,35.0,12430,12032
63.75280237197876,0.7,31.8,20495755174.391575,340197.0,35.0,12448,12049
63.86751580238342,0.7,31.8,20495755173.80356,340812.0,35.0,12470,12072
63.98100304603577,0.7,31.8,20495755171.710545,341447.0,35.0,12499,12099
64.09669613838196,0.7,31.9,20495755172.958076,342083.0,35.0,12534,12133
64.21316146850586,1.4,31.9,20495755174.09183,342712.0,35.0,12556,12155
64.33215975761414,0.0,31.9,20495755176.30432,343338.0,35.0,12585,12183
64.45207047462463,0.7,31.9,20495755170.587013,344025.0,35.0,12607,12202
64.56439161300659,2.2,32.0,20495755172.123844,344655.0,35.0,12633,12225
64.67823529243469,0.7,32.0,20495755175.001484,345269.0,35.0,12656,12248
64.7963137626648,0.7,32.0,20495755172.734066,345929.0,35.0,12674,12267
64.90892362594604,1.5,32.0,20495755174.06611,346548.0,35.0,12694,12286
65.02883577346802,0.0,32.0,20495755178.14972,347170.0,35.0,12728,12320
65.15641260147095,9.3,31.9,20495755177.09464,347846.0,35.0,12756,12342
65.26892828941345,0.7,31.9,20495755167.248478,348527.0,35.0,12775,12363
65.37879347801208,0.0,31.9,20495755173.4751,349143.0,35.0,12808,12401
65.49295663833618,1.5,31.9,20495755176.213806,349760.0,35.0,12827,12422
65.60488724708557,0.7,31.9,20495755174.87565,350376.0,35.0,12855,12450
65.7167661190033,0.0,31.9,20495755175.25543,350992.0,37.0,12871,12466
65.832674741745,0.7,31.9,20495755177.10311,351613.0,37.0,12892,12488
65.95264434814453,0.7,31.9,20495755178.410164,352246.0,37.0,12916,12512
66.06523895263672,1.5,31.9,20495755170.93292,352906.0,37.0,12950,12542
66.17739987373352,0.7,31.9,20495755176.033756,353522.0,37.0,12970,12561
66.28878426551819,0.0,31.9,20495755175.749332,354138.0,37.0,12998,12590
66.40526509284973,1.4,31.9,20495755178.843338,354754.0,37.0,13016,12608
66.529123544693,0.7,31.9,20495755179.454895,355405.0,37.0,13054,12639
66.64547514915466,0.7,31.9,20495755172.76545,356080.0,37.0,13076,12662
66.76158475875854,2.1,31.9,20495755177.412285,356713.0,37.0,13096,12680
66.87312889099121,1.5,31.9,20495755173.866558,357355.0,37.0,13116,12702
66.98536562919617,0.7,31.9,20495755176.90092,357974.0,37.0,13139,12724
67.10266256332397,1.4,31.9,20495755180.789425,358586.0,37.0,13178,12757
67.22932624816895,0.7,31.9,20495755183.40691,359223.0,37.0,13198,12777
67.34108805656433,0.7,31.9,20495755167.72546,359922.0,37.0,13227,12805
67.45325040817261,0.0,31.9,20495755177.72659,360543.0,37.0,13244,12824
67.57266354560852,0.7,31.9,20495755183.13494,361153.0,37.0,13270,12848
67.6879723072052,0.7,31.9,20495755174.76486,361818.0,37.0,13293,12870
67.80528211593628,1.4,31.9,20495755178.79121,362456.0,35.0,13311,12888
67.91725182533264,0.0,31.9,20495755176.570107,363089.0,35.0,13331,12909
68.02936363220215,2.2,31.9,20495755179.158146,363702.0,35.0,13358,12934
68.14929270744324,1.4,31.9,20495755182.83975,364323.0,35.0,13387,12965
68.26094818115234,1.5,31.9,20495755174.224075,364978.0,35.0,13409,12987
68.37329721450806,0.7,31.9,20495755179.579174,365592.0,35.0,13432,13013
68.48533582687378,0.7,31.9,20495755179.475555,366207.0,35.0,13453,13034
68.63775277137756,0.5,31.9,20495755179.68908,367041.0,35.0,13484,13064
68.75726342201233,2.1,31.9,20495755181.999474,367678.0,35.0,13507,13087
68.90558099746704,0.0,31.9,20495755180.197575,368490.0,37.0,13530,13110
69.02543234825134,1.4,31.9,20495755178.39314,369165.0,37.0,13564,13143
69.15007042884827,0.0,31.9,20495755186.293606,369793.0,37.0,13588,13163
69.27378964424133,0.7,31.9,20495755178.62537,370490.0,37.0,13610,13186
69.38539505004883,1.5,31.9,20495755175.654625,371149.0,37.0,13636,13212
69.50985288619995,0.0,31.9,20495755188.433327,371761.0,37.0,13668,13239
69.7322211265564,1.1,31.9,20495755210.511707,372472.0,37.0,13710,13278
69.87994718551636,4.5,32.0,20495755143.73711,373715.0,37.0,13740,13307
70.13709712028503,0.3,32.0,20495755213.75933,374505.0,35.0,13795,13357
70.33393597602844,1.3,32.0,20495755142.412064,376209.0,35.0,13833,13396
70.53961539268494,0.0,32.0,20495755205.797653,376983.0,35.0,13874,13435
70.73486924171448,0.4,32.0,20495755175.676662,378169.0,35.0,13910,13471
70.93390130996704,0.0,32.0,20495755180.125652,379324.0,35.0,13943,13505
71.13475513458252,1.2,32.0,20495755182.259346,380453.0,35.0,13993,13551
71.33530354499817,0.0,32.0,20495755182.031406,381589.0,37.0,14032,13593
71.51822757720947,0.5,32.0,20495755175.684544,382721.0,37.0,14059,13620
71.7093710899353,0.4,32.0,20495755206.48835,383442.0,37.0,14097,13657
71.90907621383667,0.8,32.0,20495755182.404255,384576.0,37.0,14134,13693
72.04593563079834,0.0,32.0,20495755150.188026,385707.0,37.0,14171,13729
72.2209734916687,1.0,32.0,20495755209.52518,386346.0,37.0,14203,13759
72.42591834068298,0.8,32.0,20495755184.35661,387488.0,37.0,14239,13795
